Pos.,Giocatore,Nazione,Ruolo,Squadra,Età,Nato,PG,Tit,Min,90 min,Reti,Assist,R - Rig,Rigori,Rig T,Amm.,Esp.,Reti,Assist,R + A,R - Rig,R + A - Rig,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Partite
268,Hamed Junior Traorè\570bb4b9,ci CIV,CenAtt,Sassuolo,19,2000,31,20,1.570,17.4,4,1,4,0,0,3,0,023,006,029,023,029,4.8,4.8,2.2,70,027,013,040,027,040,Partite
269,Musa Juwara\7737dee2,gm GAM,AttCen,Bologna,17,2001,7,1,153,1.7,1,0,1,0,0,1,0,059,000,059,059,059,0.3,0.3,0.2,04,015,009,024,015,024,Partite
270,Nikola Kalinić\d4931a5a,hr CRO,Att,Roma,31,1988,15,6,571,6.3,5,1,5,0,0,1,0,079,016,095,079,095,4.6,4.6,1.0,57,073,016,089,073,089,Partite
271,Yann Karamoh\8b66d9cc,fr FRA,AttCen,Parma,21,1998,14,5,573,6.4,1,1,1,0,0,0,0,016,016,031,016,031,0.6,0.6,0.8,15,010,013,023,010,023,Partite
272,Franck Kessié\05e19d6a,ci CIV,Cen,Milan,22,1996,35,33,2.904,32.3,4,1,2,2,2,3,0,012,003,015,006,009,4.1,2.6,2.4,50,013,007,020,008,015,Partite
273,Sami Khedira\38ac43d3,de GER,Cen,Juventus,32,1987,12,9,681,7.6,0,1,0,0,0,3,0,000,013,013,000,013,1.1,1.1,0.5,17,015,007,022,015,022,Partite
274,Simon Kjær\8b8a56ce,dk DEN,Dif,Milan,30,1989,15,15,1.240,13.8,0,0,0,0,0,2,0,000,000,000,000,000,0.4,0.4,0.0,04,003,000,003,003,003,Partite
275,Simon Kjær\8b8a56ce,dk DEN,Dif,Atalanta,30,1989,5,3,292,3.2,0,0,0,0,0,2,0,000,000,000,000,000,0.1,0.1,0.0,01,002,000,002,002,002,Partite
276,Ragnar Klavan\008a6e6d,ee EST,Dif,Cagliari,33,1985,31,26,2.354,26.2,0,0,0,0,0,4,0,000,000,000,000,000,0.4,0.4,0.6,10,002,002,004,002,004,Partite
277,Justin Kluivert\4c3a6744,nl NED,AttCen,Roma,20,1999,22,19,1.514,16.8,4,1,4,0,0,6,1,024,006,030,024,030,2.9,2.9,1.1,40,018,007,024,018,024,Partite
278,Aleksandar Kolarov\eda40760,rs SRB,Dif,Roma,33,1985,32,30,2.732,30.4,7,3,5,2,4,6,0,023,010,033,016,026,6.9,3.9,4.9,88,023,016,039,013,029,Partite
279,Christian Kouamé\58e933d2,ci CIV,Att,Fiorentina,21,1997,7,3,301,3.3,1,1,1,0,0,0,0,030,030,060,030,060,1.6,1.6,0.2,18,046,007,053,046,053,Partite
280,Christian Kouamé\58e933d2,ci CIV,Att,Genoa,21,1997,11,10,915,10.2,5,2,5,0,0,1,0,049,020,069,049,069,1.7,1.7,1.0,28,017,010,027,017,027,Partite
281,Kalidou Koulibaly\da974c7b,sn SEN,Dif,Napoli,28,1991,25,24,2.105,23.4,0,0,0,0,0,7,1,000,000,000,000,000,0.9,0.9,0.5,14,004,002,006,004,006,Partite
282,Ladislav Krejčí\58027adc,cz CZE,Dif,Bologna,27,1992,14,11,1.051,11.7,1,0,1,0,0,1,0,009,000,009,009,009,0.3,0.3,0.5,08,003,004,007,003,007,Partite
283,Rade Krunić\817c6964,ba BIH,CenAtt,Milan,25,1993,15,4,537,6.0,0,1,0,0,0,3,0,000,017,017,000,017,0.4,0.4,1.1,15,007,018,025,007,025,Partite
284,Juraj Kucka\5aaef9ef,sk SVK,CenAtt,Parma,32,1987,26,22,1.932,21.5,6,3,4,2,2,5,1,028,014,042,019,033,4.6,3.1,1.9,50,022,009,030,014,023,Partite
285,Dejan Kulusevski\df3cda47,se SWE,AttCen,Parma,19,2000,36,33,2.930,32.6,10,8,9,1,1,3,0,031,025,055,028,052,6.7,6.0,9.0,149,021,028,048,018,046,Partite
286,Marash Kumbulla\a40819d9,al ALB,Dif,Hellas Verona,19,2000,25,25,1.950,21.7,1,0,1,0,0,7,1,005,000,005,005,005,1.7,1.7,0.1,17,008,000,008,008,008,Partite
287,Jasmin Kurtić\144607cc,si SVN,Cen,SPAL,30,1989,16,16,1.409,15.7,2,0,2,0,0,5,0,013,000,013,013,013,2.4,2.4,2.0,45,015,013,029,015,029,Partite
288,Jasmin Kurtić\144607cc,si SVN,CenAtt,Parma,30,1989,20,18,1.664,18.5,2,1,2,0,0,5,0,011,005,016,011,016,0.9,0.9,1.7,26,005,009,014,005,014,Partite
289,Giorgos Kyriakopoulos\0a483542,gr GRE,Dif,Sassuolo,23,1996,26,17,1.643,18.3,0,1,0,0,0,4,0,000,005,005,000,005,0.7,0.7,0.6,13,004,003,007,004,007,Partite
290,Antonino La Gumina\822a7761,it ITA,Att,Sampdoria,23,1996,5,2,186,2.1,0,0,0,0,0,0,0,000,000,000,000,000,0.3,0.3,0.2,05,014,008,022,014,022,Partite
291,Andrea La Mantia\c375dfa5,it ITA,Att,Lecce,28,1991,12,6,553,6.1,2,0,2,0,0,1,0,033,000,033,033,033,3.5,3.5,0.2,37,058,003,061,058,061,Partite
292,Riccardo Ladinetti\ff4296df,it ITA,Cen,Cagliari,18,2000,3,1,127,1.4,0,0,0,0,0,0,0,000,000,000,000,000,0.0,0.0,0.1,01,000,008,008,000,008,Partite
293,Gianluca Lapadula\2ead2809,pe PER,Att,Lecce,29,1990,25,20,1.784,19.8,11,0,9,2,2,8,1,055,000,055,045,045,10.6,9.1,2.1,112,053,011,064,046,056,Partite
294,Danilo Larangeira\fed5f993,br BRA,Dif,Bologna,35,1984,30,30,2.638,29.3,2,0,2,0,0,11,1,007,000,007,007,007,0.7,0.7,0.2,09,002,001,003,002,003,Partite
295,Kevin Lasagna\09538fdb,it ITA,Att,Udinese,26,1992,36,28,2.569,28.5,10,1,10,0,0,1,0,035,004,039,035,039,9.6,9.6,2.5,121,034,009,042,034,042,Partite
296,Vincent Laurini\3535098b,fr FRA,Dif,Parma,30,1989,15,10,884,9.8,0,2,0,0,0,4,0,000,020,020,000,020,0.0,0.0,1.1,11,000,011,011,000,011,Partite
297,Diego Laxalt\f26e3c59,uy URU,Dif,Milan,26,1993,4,1,172,1.9,0,0,0,0,0,1,0,000,000,000,000,000,0.0,0.0,0.1,02,001,008,009,001,009,Partite
298,Diego Laxalt\f26e3c59,uy URU,DifCen,Torino,26,1993,16,4,596,6.6,0,1,0,0,0,3,0,000,015,015,000,015,0.2,0.2,0.5,07,003,007,010,003,010,Partite
299,Valentino Lazaro\016ff750,at AUT,DifCen,Inter,23,1996,6,3,323,3.6,0,1,0,0,0,2,0,000,028,028,000,028,0.1,0.1,1.2,14,003,035,038,003,038,Partite
300,Darko Lazović\5128bde4,rs SRB,Dif,Hellas Verona,28,1990,38,37,3.239,36.0,3,7,3,0,0,4,0,008,019,028,008,028,2.4,2.4,8.1,105,007,023,029,007,029,Partite
301,Manuel Lazzari\02caf6e0,it ITA,Dif,Lazio,25,1993,32,29,2.548,28.3,0,3,0,0,0,6,0,000,011,011,000,011,1.4,1.4,3.5,48,005,012,017,005,017,Partite
302,Rafael Leão\20730eae,pt POR,Att,Milan,20,1999,31,12,1.404,15.6,6,1,6,0,0,0,0,038,006,045,038,045,5.0,5.0,3.1,81,032,020,052,032,052,Partite
303,Lucas Leiva\4c78b5ed,br BRA,Cen,Lazio,32,1987,25,23,1.808,20.1,0,1,0,0,0,10,1,000,005,005,000,005,0.6,0.6,1.9,25,003,009,012,003,012,Partite
304,Lukas Lerager\1b82f8df,dk DEN,Cen,Genoa,26,1993,21,15,1.387,15.4,1,1,1,0,0,5,0,006,006,013,006,013,1.2,1.2,1.6,28,008,010,018,008,018,Partite
305,Mehdi Léris\7d3cbc67,fr FRA,CenAtt,Sampdoria,21,1998,15,3,509,5.7,1,1,1,0,0,0,0,018,018,035,018,035,0.8,0.6,0.5,10,014,008,022,010,018,Partite
306,Karlo Letica\4a6914ff,hr CRO,Por,SPAL,22,1997,10,10,900,10.0,0,0,0,0,0,1,0,000,000,000,000,000,0.0,0.0,0.0,00,000,000,000,000,000,Partite
307,Matthijs de Ligt\d6e53a3a,nl NED,Dif,Juventus,19,1999,29,26,2.450,27.2,4,0,4,0,0,5,0,015,000,015,015,015,2.6,2.6,0.3,29,010,001,011,010,011,Partite
308,Anderson Lima\59be3a74,br BRA,Cen,Lazio,19,1999,6,0,62,0.7,0,0,0,0,0,0,0,000,000,000,000,000,0.1,0.1,0.2,04,021,033,054,021,054,Partite
309,Karol Linetty\d023d70f,pl POL,Cen,Sampdoria,24,1995,28,22,2.019,22.4,4,3,4,0,0,4,0,018,013,031,018,031,1.7,1.7,2.1,38,008,009,017,008,017,Partite
310,Pol Lirola\ff800ed8,es ESP,Dif,Fiorentina,21,1997,35,30,2.648,29.4,0,2,0,0,0,4,0,000,007,007,000,007,1.5,1.5,2.8,43,005,009,015,005,015,Partite
311,Fernando Llorente\82dbf623,es ESP,Att,Napoli,34,1985,17,3,501,5.6,3,1,3,0,0,1,0,054,018,072,054,072,4.7,4.7,0.7,54,084,012,096,084,096,Partite
312,Stanislav Lobotka\e1cbb531,sk SVK,Cen,Napoli,24,1994,14,9,752,8.4,0,0,0,0,0,0,0,000,000,000,000,000,0.1,0.1,0.2,03,001,002,004,001,004,Partite
313,Manuel Locatelli\a8a874f1,it ITA,Cen,Sassuolo,21,1998,33,31,2.586,28.7,0,5,0,0,0,9,0,000,017,017,000,017,1.7,1.7,4.3,60,006,015,021,006,021,Partite
314,Pau López\20b9f052,es ESP,Por,Roma,24,1994,32,32,2.880,32.0,0,0,0,0,0,3,0,000,000,000,000,000,0.0,0.0,0.0,00,000,000,000,000,000,Partite
315,Matteo Lovato\5fa57166,it ITA,Dif,Hellas Verona,19,2000,1,0,9,0.1,0,0,0,0,0,0,0,000,000,000,000,000,0.0,0.0,0.0,00,000,000,000,000,000,Partite
316,Hirving Lozano\a69e4806,mx MEX,AttCen,Napoli,24,1995,26,10,1.025,11.4,4,1,4,0,0,3,0,035,009,044,035,044,4.1,4.1,2.1,62,036,018,054,036,054,Partite
317,Fabio Lucioni\8efa621b,it ITA,Dif,Lecce,31,1987,36,36,3.132,34.8,3,0,3,0,0,8,1,009,000,009,009,009,1.6,1.6,0.0,17,005,000,005,005,005,Partite
318,José Luis Palomino\921f6058,ar ARG,Dif,Atalanta,29,1990,30,28,2.480,27.6,2,1,2,0,0,5,0,007,004,011,007,011,2.4,2.4,1.2,36,009,004,013,009,013,Partite
319,Jordan Lukaku\0cd0e21b,be BEL,Dif,Lazio,25,1994,13,1,396,4.4,0,2,0,0,0,2,0,000,045,045,000,045,0.1,0.1,0.8,09,002,018,020,002,020,Partite
320,Romelu Lukaku\5eae500a,be BEL,Att,Inter,26,1993,36,33,2.979,33.1,23,2,17,6,6,2,0,069,006,076,051,057,20.1,15.6,5.3,208,061,016,077,047,063,Partite
321,Saša Lukić\c6e8cf1f,rs SRB,Cen,Torino,22,1996,30,20,1.861,20.7,1,1,1,0,0,5,1,005,005,010,005,010,0.9,0.9,0.6,15,004,003,007,004,007,Partite
322,Senad Lulić\7fd58fe3,ba BIH,Dif,Lazio,33,1986,20,20,1.573,17.5,0,2,0,0,0,6,0,000,011,011,000,011,1.1,1.1,2.4,35,006,014,020,006,020,Partite
323,Sebastiano Luperto\997fff07,it ITA,Dif,Napoli,22,1996,9,5,529,5.9,0,0,0,0,0,2,0,000,000,000,000,000,0.0,0.0,0.0,01,000,001,001,000,001,Partite
324,Lyanco\b5bf1770,br BRA,Dif,Torino,22,1997,17,15,1.176,13.1,0,0,0,0,0,5,0,000,000,000,000,000,0.1,0.1,0.3,05,001,002,004,001,004,Partite
325,Charalambos Lykogiannis\5efc5389,gr GRE,Dif,Cagliari,25,1993,20,14,1.338,14.9,0,1,0,0,0,4,0,000,007,007,000,007,0.5,0.5,1.4,19,003,009,013,003,013,Partite
326,Francesco Magnanelli\07767f42,it ITA,Cen,Sassuolo,34,1984,22,15,1.397,15.5,0,0,0,0,0,5,0,000,000,000,000,000,0.4,0.4,0.3,07,003,002,005,003,005,Partite
327,Giangiacomo Magnani\cce9f582,it ITA,Dif,Sassuolo,23,1995,8,1,145,1.6,1,0,1,0,0,1,0,062,000,062,062,062,1.0,1.0,0.1,11,063,008,071,063,071,Partite
328,Giangiacomo Magnani\cce9f582,it ITA,DifCen,Brescia,23,1995,2,1,115,1.3,0,0,0,0,0,2,0,000,000,000,000,000,0.1,0.1,0.0,01,010,000,010,010,010,Partite
329,Žan Majer\bf13975c,si SVN,Cen,Lecce,27,1992,27,19,1.664,18.5,1,1,1,0,0,7,0,005,005,011,005,011,2.3,2.3,1.4,36,012,007,020,012,020,Partite
330,Nikola Maksimović\16b9d5cf,rs SRB,Dif,Napoli,27,1991,22,20,1.799,20.0,1,1,1,0,0,3,1,005,005,010,005,010,0.7,0.7,0.7,14,004,003,007,004,007,Partite
331,Kévin Malcuit\d6a889ea,ma MAR,Dif,Napoli,28,1991,4,3,256,2.8,0,0,0,0,0,0,0,000,000,000,000,000,0.0,0.0,0.2,03,001,009,010,001,010,Partite
332,Daniel Maldini\801831fe,it ITA,AttCen,Milan,17,2001,2,0,27,0.3,0,0,0,0,0,0,0,000,000,000,000,000,0.0,0.0,0.0,00,000,000,000,000,000,Partite
333,Ruslan Malinovskyi\48d5bd33,ua UKR,CenAtt,Atalanta,26,1993,34,12,1.535,17.1,8,3,8,0,1,7,1,047,018,064,047,064,4.7,3.9,5.0,89,028,029,057,023,052,Partite
334,Gianluca Mancini\5aa53281,it ITA,DifCen,Roma,23,1996,32,31,2.740,30.4,1,0,1,0,0,16,1,003,000,003,003,003,2.6,2.6,0.6,32,008,002,011,008,011,Partite
335,Marco Mancosu\2c3a6c21,it ITA,CenAtt,Lecce,30,1988,33,28,2.440,27.1,14,2,5,9,11,3,0,052,007,059,018,026,15.2,6.8,4.0,108,056,015,071,025,040,Partite
336,Rolando Mandragora\c7259b83,it ITA,Cen,Udinese,22,1997,26,24,2.050,22.8,0,2,0,0,0,2,0,000,009,009,000,009,3.8,3.8,2.9,67,017,013,029,017,029,Partite
337,Massimiliano Mangraviti\33914f14,it ITA,Dif,Brescia,21,1998,13,11,972,10.8,0,0,0,0,0,2,0,000,000,000,000,000,0.2,0.2,0.1,03,002,001,002,002,002,Partite
338,Kostas Manolas\c707411f,gr GRE,Dif,Napoli,28,1991,26,25,2.176,24.2,4,0,4,0,0,2,0,017,000,017,017,017,1.7,1.7,0.1,18,007,000,007,007,007,Partite
339,Giacomo Manzari\d8dfae8a,it ITA,AttCen,Sassuolo,18,2000,3,0,16,0.2,0,0,0,0,0,0,0,000,000,000,000,000,0.0,0.0,0.0,00,000,000,000,000,000,Partite
340,Gian Marco Ferrari\8650af85,it ITA,Dif,Sassuolo,27,1992,23,21,1.897,21.1,0,1,0,0,0,5,0,000,005,005,000,005,1.6,1.6,0.9,26,008,004,012,008,012,Partite
341,Federico Marigosu\66a9470c,it ITA,Cen,Cagliari,18,2001,2,0,24,0.3,0,0,0,0,0,0,0,000,000,000,000,000,0.0,0.0,0.0,00,000,012,012,000,012,Partite
342,Marlon\cdf65d12,br BRA,Dif,Sassuolo,23,1995,23,21,1.818,20.2,0,0,0,0,0,8,0,000,000,000,000,000,0.9,0.9,0.6,16,005,003,008,005,008,Partite
343,Gonzalo Maroni\e01ca8f4,ar ARG,Cen,Sampdoria,20,1999,5,1,181,2.0,0,1,0,0,1,0,0,000,050,050,000,050,1.1,0.3,0.6,09,055,029,084,017,046,Partite
344,Bruno Martella\1e12c53b,it ITA,DifCen,Brescia,26,1992,24,13,1.270,14.1,0,0,0,0,0,3,0,000,000,000,000,000,0.3,0.3,1.2,15,002,009,011,002,011,Partite
345,Lautaro Martínez\f7036e1c,ar ARG,Att,Inter,21,1997,35,29,2.452,27.2,14,3,12,2,3,8,1,051,011,062,044,055,15.9,13.6,2.7,163,058,010,068,050,060,Partite
346,Adam Marušić\d4535821,me MNE,Dif,Lazio,26,1992,15,10,942,10.5,2,1,2,0,0,3,0,019,010,029,019,029,1.6,1.6,0.5,21,015,005,020,015,020,Partite
347,Andrea Masiello\e0314d87,it ITA,Dif,Genoa,33,1986,15,15,1.324,14.7,0,1,0,0,0,4,0,000,007,007,000,007,0.2,0.2,0.0,02,001,000,002,001,002,Partite
348,Andrea Masiello\e0314d87,it ITA,Dif,Atalanta,33,1986,7,7,543,6.0,0,0,0,0,0,1,0,000,000,000,000,000,0.0,0.0,0.2,02,000,004,004,000,004,Partite
349,Aleš Matějů\deb748c9,cz CZE,Dif,Brescia,23,1996,31,28,2.548,28.3,0,1,0,0,0,10,1,000,004,004,000,004,0.4,0.4,1.0,15,002,004,005,002,005,Partite
350,Alessandro Matri\58d97e77,it ITA,AttCen,Brescia,34,1984,8,0,89,1.0,0,0,0,0,0,1,1,000,000,000,000,000,0.4,0.4,0.3,07,039,030,069,039,069,Partite
351,Federico Mattiello\fba81826,it ITA,Dif,Cagliari,24,1995,18,9,930,10.3,0,1,0,0,0,3,0,000,010,010,000,010,0.2,0.2,1.0,12,002,009,011,002,011,Partite
352,Blaise Matuidi\c0cddebe,fr FRA,Cen,Juventus,32,1987,35,23,2.237,24.9,0,2,0,0,0,2,0,000,008,008,000,008,1.1,1.1,1.3,24,004,005,009,004,009,Partite
353,Luca Mazzitelli\dc61b402,it ITA,Cen,Sassuolo,23,1995,1,0,12,0.1,0,0,0,0,0,0,0,000,000,000,000,000,0.0,0.0,0.0,00,000,000,000,000,000,Partite
354,Ibrahima Mbaye\cfbf9881,sn SEN,Dif,Bologna,24,1994,20,16,1.507,16.7,0,3,0,0,0,5,0,000,018,018,000,018,0.4,0.4,0.5,09,003,003,006,003,006,Partite
355,Biagio Meccariello\1eeeff8a,it ITA,Dif,Lecce,28,1991,14,8,768,8.5,1,0,1,0,0,2,0,012,000,012,012,012,0.2,0.2,0.1,04,003,002,004,003,004,Partite
356,Gary Medel\563a68ad,cl CHI,Cen,Bologna,31,1987,23,22,1.784,19.8,0,0,0,0,0,10,1,000,000,000,000,000,0.4,0.4,0.5,09,002,002,004,002,004,Partite
357,Soualiho Meïté\5cec2c74,fr FRA,Cen,Torino,25,1994,33,23,2.201,24.5,0,2,0,0,0,5,0,000,008,008,000,008,0.8,0.8,1.2,21,003,005,008,003,008,Partite
358,Alex Meret\9413b19f,it ITA,Por,Napoli,22,1997,22,21,1.951,21.7,0,0,0,0,0,0,0,000,000,000,000,000,0.0,0.0,0.0,00,000,000,000,000,000,Partite
359,Yıldırım Mert Çetin\c730da00,tr TUR,Dif,Roma,22,1997,6,2,257,2.9,0,0,0,0,0,4,1,000,000,000,000,000,0.3,0.3,0.0,03,010,000,010,010,010,Partite
360,Dries Mertens\89b2c8a9,be BEL,Att,Napoli,32,1987,31,18,1.689,18.8,9,7,9,0,0,5,0,048,037,085,048,085,5.2,5.2,6.3,115,028,034,061,028,061,Partite
361,Kingsley Michael\e63e122d,ng NGA,Cen,Bologna,19,1999,1,1,76,0.8,0,0,0,0,0,0,0,000,000,000,000,000,0.0,0.0,0.1,01,000,013,013,000,013,Partite
362,Nikola Milenković\bee704fc,rs SRB,Dif,Fiorentina,21,1997,37,36,3.258,36.2,5,0,5,0,0,9,0,014,000,014,014,014,2.9,2.9,0.2,31,008,001,009,008,009,Partite
363,Arkadiusz Milik\85613cf0,pl POL,Att,Napoli,25,1994,26,19,1.747,19.4,11,0,11,0,0,5,0,057,000,057,057,057,10.2,10.2,2.1,123,053,011,064,053,064,Partite
364,Sergej Milinković-Savić\4e6dbac4,rs SRB,Cen,Lazio,24,1995,37,35,3.029,33.7,7,4,7,0,0,9,0,021,012,033,021,033,6.8,6.8,4.7,115,020,014,034,020,034,Partite
365,Vincenzo Millico\6817095b,it ITA,CenAtt,Torino,18,2000,11,0,216,2.4,0,0,0,0,0,0,0,000,000,000,000,000,0.2,0.2,0.3,04,006,012,018,006,018,Partite
366,Antonio Mirante\30223b33,it ITA,Por,Roma,36,1983,5,5,450,5.0,0,0,0,0,0,0,0,000,000,000,000,000,0.0,0.0,0.0,00,000,000,000,000,000,Partite
367,Simone Missiroli\331c0a43,it ITA,Cen,SPAL,33,1986,34,31,2.798,31.1,1,0,1,0,0,7,0,003,000,003,003,003,1.2,1.2,0.9,21,004,003,007,004,007,Partite
368,Henrikh Mkhitaryan\dd0daf32,am ARM,AttCen,Roma,30,1989,22,16,1.530,17.0,9,5,9,0,0,5,0,053,029,082,053,082,6.6,6.6,3.2,98,039,019,058,039,058,Partite
369,Gabriele Moncini\c4efe2b4,it ITA,AttCen,SPAL,23,1996,4,2,154,1.7,0,0,0,0,0,0,0,000,000,000,000,000,0.5,0.5,0.0,05,029,002,031,029,031,Partite
370,Ilario Monterisi\31b252fc,it ITA,Dif,Lecce,17,2001,1,0,3,0.0,0,0,0,0,0,0,0,000,000,000,000,000,0.0,0.0,0.0,00,000,000,000,000,000,Partite
371,Raúl Moro\919dd4b1,es ESP,Dif,Lazio,16,2002,1,0,2,0.0,0,0,0,0,0,0,0,000,000,000,000,000,0.0,0.0,0.0,00,000,000,000,000,000,Partite
372,Leonardo Morosini\d89b0ebb,it ITA,AttDif,Brescia,23,1995,3,0,26,0.3,0,0,0,0,0,0,0,000,000,000,000,000,0.0,0.0,0.0,00,000,000,000,000,000,Partite
373,Victor Moses\e726e11e,ng NGA,Dif,Inter,28,1990,12,4,420,4.7,0,3,0,0,0,1,0,000,064,064,000,064,0.2,0.2,2.1,23,004,046,050,004,050,Partite
374,Mert Müldür\1295552e,tr TUR,Dif,Sassuolo,20,1999,24,13,1.273,14.1,2,1,2,0,0,4,0,014,007,021,014,021,0.9,0.9,1.1,21,006,008,015,006,015,Partite
375,Simone Muratore\04989945,it ITA,Cen,Juventus,21,1998,4,2,165,1.8,0,0,0,0,0,0,0,000,000,000,000,000,0.1,0.1,0.2,02,004,009,013,004,013,Partite
376,Alessandro Murgia\fb2c533b,it ITA,Cen,SPAL,22,1996,25,19,1.750,19.4,0,1,0,0,0,3,0,000,005,005,000,005,2.1,2.1,2.1,42,011,011,022,011,022,Partite
377,Luis Muriel\eb2fe5b6,co COL,Att,Atalanta,28,1991,34,10,1.260,14.0,18,1,12,6,7,1,0,129,007,136,086,093,13.8,8.5,4.0,124,099,028,127,061,089,Partite
378,Jeison Murillo\b233e8e4,co COL,Dif,Sampdoria,27,1992,10,7,666,7.4,0,0,0,0,0,3,1,000,000,000,000,000,0.0,0.0,0.1,02,001,002,002,001,002,Partite
379,Nicola Murru\d183e9d6,it ITA,Dif,Sampdoria,24,1994,28,26,2.259,25.1,0,0,0,0,0,6,1,000,000,000,000,000,0.4,0.4,1.3,18,002,005,007,002,007,Partite
380,Mateo Musacchio\91899ca8,ar ARG,Dif,Milan,28,1990,18,17,1.466,16.3,0,0,0,0,0,4,1,000,000,000,000,000,0.3,0.3,0.5,08,002,003,005,002,005,Partite
381,Juan Musso\a111cf41,ar ARG,Por,Udinese,25,1994,38,38,3.420,38.0,0,0,0,0,0,1,0,000,000,000,000,000,0.0,0.0,0.0,00,000,000,000,000,000,Partite
382,Radja Nainggolan\1f9328da,be BEL,CenAtt,Cagliari,31,1988,26,25,2.071,23.0,6,7,6,0,0,5,0,026,030,056,026,056,2.6,2.6,4.5,71,011,020,031,011,031,Partite
383,Nahitan Nández\95facda1,uy URU,CenDif,Cagliari,23,1995,35,32,2.898,32.2,2,3,2,0,0,14,0,006,009,016,006,016,1.7,1.7,3.8,54,005,012,017,005,017,Partite
384,Michel Ndary Adopo\599d91d0,fr FRA,DifCen,Torino,19,2000,2,0,4,0.0,0,0,0,0,0,0,0,000,000,000,000,000,0.0,0.0,0.0,00,000,000,000,000,000,Partite
385,Emanuele Ndoj\482145e9,al ALB,Cen,Brescia,22,1996,18,6,555,6.2,0,0,0,0,0,2,0,000,000,000,000,000,1.2,1.2,0.4,16,020,006,026,020,026,Partite
386,Ilija Nestorovski\b1236c63,mk MKD,Att,Udinese,29,1990,28,15,1.251,13.9,3,1,3,0,0,4,0,022,007,029,022,029,3.9,3.9,0.8,47,028,006,034,028,034,Partite
387,Nicolas Nkoulou\93cf32a8,cm CMR,Dif,Torino,29,1990,31,30,2.692,29.9,1,0,1,0,0,6,1,003,000,003,003,003,1.0,1.0,0.1,11,003,000,004,003,004,Partite
388,Bram Nuytinck\e33f36d5,nl NED,Dif,Udinese,29,1990,26,26,2.225,24.7,0,0,0,0,0,2,0,000,000,000,000,000,0.4,0.4,0.7,11,002,003,004,002,004,Partite
389,Pedro Obiang\ba1e04b3,gq EQG,Cen,Sassuolo,27,1992,25,18,1.674,18.6,1,1,1,0,0,10,0,005,005,011,005,011,1.4,1.4,0.5,19,007,003,010,007,010,Partite
390,Stefano Okaka\601ef102,it ITA,Att,Udinese,29,1989,33,28,2.415,26.8,8,2,8,0,0,10,0,030,007,037,030,037,7.5,7.5,1.6,91,028,006,034,028,034,Partite
391,Christian Oliva\d3b888e3,uy URU,Cen,Cagliari,23,1996,11,4,469,5.2,1,1,1,0,0,1,0,019,019,038,019,038,0.1,0.1,0.2,03,003,003,006,003,006,Partite
392,Maximiliano Olivera\32a33c68,uy URU,Dif,Fiorentina,27,1992,1,0,9,0.1,0,0,0,0,0,0,0,000,000,000,000,000,0.0,0.0,0.0,00,025,000,025,025,025,Partite
393,Marco Olivieri\f5ba8903,it ITA,Att,Juventus,20,1999,3,0,30,0.3,0,0,0,0,0,0,0,000,000,000,000,000,0.1,0.1,0.0,01,018,000,018,018,018,Partite
394,Robin Olsen\e7ee38c3,se SWE,Por,Cagliari,29,1990,17,17,1.524,16.9,0,0,0,0,0,0,1,000,000,000,000,000,0.0,0.0,0.0,00,000,000,000,000,000,Partite
395,Nicholas Opoku\b871bf55,gh GHA,Dif,Udinese,21,1997,7,6,481,5.3,0,0,0,0,0,3,1,000,000,000,000,000,0.1,0.1,0.2,03,002,003,005,002,005,Partite
396,Riccardo Orsolini\e14ec482,it ITA,AttCen,Bologna,22,1997,37,32,2.681,29.8,8,6,8,0,0,3,0,027,020,047,027,047,8.2,8.2,6.6,149,028,022,050,028,050,Partite
397,David Ospina\82b1198a,co COL,Por,Napoli,30,1988,17,17,1.469,16.3,0,0,0,0,0,0,0,000,000,000,000,000,0.0,0.0,0.0,00,000,000,000,000,000,Partite
398,Daniele Padelli\cf1c23d8,it ITA,Por,Inter,33,1985,3,3,270,3.0,0,0,0,0,0,0,1,000,000,000,000,000,0.0,0.0,0.0,00,000,000,000,000,000,Partite
399,Marko Pajač\5df4ef30,hr CRO,Dif,Genoa,26,1993,11,8,759,8.4,0,0,0,0,0,1,0,000,000,000,000,000,0.2,0.2,1.6,18,002,019,021,002,021,Partite
400,Rodrigo Palacio\8d8178ac,ar ARG,Att,Bologna,37,1982,35,28,2.517,28.0,7,3,7,0,0,5,0,025,011,036,025,036,8.3,8.3,4.5,128,030,016,046,030,046,Partite
401,Alberto Paloschi\b5cae4e6,it ITA,AttCen,Cagliari,29,1990,7,1,204,2.3,0,0,0,0,0,0,0,000,000,000,000,000,0.1,0.1,0.1,01,002,003,005,002,005,Partite
402,Alberto Paloschi\b5cae4e6,it ITA,AttCen,SPAL,29,1990,10,5,438,4.9,0,0,0,0,0,0,0,000,000,000,000,000,1.7,1.7,0.2,20,036,005,041,036,041,Partite
403,Martin Palumbo\f8d41a8c,no NOR,Cen,Udinese,17,2002,1,0,1,0.0,0,0,0,0,0,0,0,000,000,000,000,000,0.0,0.0,0.0,00,000,000,000,000,000,Partite
404,Goran Pandev\d711d04f,mk MKD,AttCen,Genoa,36,1983,34,18,1.685,18.7,9,1,9,0,0,6,1,048,005,053,048,053,5.4,5.4,2.1,75,029,011,040,029,040,Partite
